"","d2","d1","synergy"
"1",0,0,0
"2",0.0001,0,0
"3",0.000359381366380463,0,0
"4",0.00129154966501488,0,0
"5",0.00464158883361278,0,0
"6",0.0166810053720006,0,0
"7",0.0599484250318941,0,0
"8",0.215443469003188,0,0
"9",0.774263682681128,0,0
"10",2.78255940220713,0,0
"11",10,0,0
"12",0,0.0001,0
"13",0.0001,0.0001,-0.000646935076537902
"14",0.000359381366380463,0.0001,-0.00185072216150828
"15",0.00129154966501488,0.0001,-0.00646329693564907
"16",0.00464158883361278,0.0001,-0.017328423945238
"17",0.0166810053720006,0.0001,-0.0274712724904322
"18",0.0599484250318941,0.0001,-0.0208474808390662
"19",0.215443469003188,0.0001,-0.0105487156293123
"20",0.774263682681128,0.0001,-0.00597890668321099
"21",2.78255940220713,0.0001,-0.00330064887761239
"22",10,0.0001,-0.00163698566350945
"23",0,0.000517947467923121,0
"24",0.0001,0.000517947467923121,0.000306545446444595
"25",0.000359381366380463,0.000517947467923121,0.00170560254422814
"26",0.00129154966501488,0.000517947467923121,0.00295400644523269
"27",0.00464158883361278,0.000517947467923121,0.00555888056769405
"28",0.0166810053720006,0.000517947467923121,0.0156639629166619
"29",0.0599484250318941,0.000517947467923121,0.0223088242752425
"30",0.215443469003188,0.000517947467923121,-0.00656221837039084
"31",0.774263682681128,0.000517947467923121,-0.0214200252979424
"32",2.78255940220713,0.000517947467923121,-0.0147578532414059
"33",10,0.000517947467923121,-0.00696301387279163
"34",0,0.00268269579527973,0
"35",0.0001,0.00268269579527973,0.0137169100831933
"36",0.000359381366380463,0.00268269579527973,0.0468819027863105
"37",0.00129154966501488,0.00268269579527973,0.142498849716969
"38",0.00464158883361278,0.00268269579527973,0.371547475494776
"39",0.0166810053720006,0.00268269579527973,0.666969763290226
"40",0.0599484250318941,0.00268269579527973,0.606782385420566
"41",0.215443469003188,0.00268269579527973,0.16242352271108
"42",0.774263682681128,0.00268269579527973,-0.0565724785044353
"43",2.78255940220713,0.00268269579527973,-0.0585779990390023
"44",10,0.00268269579527973,-0.0287064426207166
"45",0,0.0138949549437314,0
"46",0.0001,0.0138949549437314,0.0505491285788366
"47",0.000359381366380463,0.0138949549437314,0.160475531806391
"48",0.00129154966501488,0.0138949549437314,0.481891335959745
"49",0.00464158883361278,0.0138949549437314,1.23290656894734
"50",0.0166810053720006,0.0138949549437314,2.16157274245572
"51",0.0599484250318941,0.0138949549437314,1.95341385565354
"52",0.215443469003188,0.0138949549437314,0.618668754716765
"53",0.774263682681128,0.0138949549437314,-0.0775773827518549
"54",2.78255940220713,0.0138949549437314,-0.135234524375022
"55",10,0.0138949549437314,-0.0728851412581406
"56",0,0.0719685673001152,0
"57",0.0001,0.0719685673001152,0.0713171753686623
"58",0.000359381366380463,0.0719685673001152,0.191187700136297
"59",0.00129154966501488,0.0719685673001152,0.498944389488727
"60",0.00464158883361278,0.0719685673001152,1.13718282408736
"61",0.0166810053720006,0.0719685673001152,1.84324310075786
"62",0.0599484250318941,0.0719685673001152,1.64873974865083
"63",0.215443469003188,0.0719685673001152,0.626572395132087
"64",0.774263682681128,0.0719685673001152,0.0290937781211795
"65",2.78255940220713,0.0719685673001152,-0.0791703944985898
"66",10,0.0719685673001152,-0.0564596928031165
"67",0,0.372759372031494,0
"68",0.0001,0.372759372031494,0.0300034348760931
"69",0.000359381366380463,0.372759372031494,0.0792835035429249
"70",0.00129154966501488,0.372759372031494,0.2020685876832
"71",0.00464158883361278,0.372759372031494,0.444473428155035
"72",0.0166810053720006,0.372759372031494,0.698397577905979
"73",0.0599484250318941,0.372759372031494,0.641468983323591
"74",0.215443469003188,0.372759372031494,0.307637458786928
"75",0.774263682681128,0.372759372031494,0.085079372810398
"76",2.78255940220713,0.372759372031494,0.0156893383412466
"77",10,0.372759372031494,0.00103815365709181
"78",0,1.93069772888325,0
"79",0.0001,1.93069772888325,0.00470080862535838
"80",0.000359381366380463,1.93069772888325,0.0147340856200202
"81",0.00129154966501488,1.93069772888325,0.0440578818734707
"82",0.00464158883361278,1.93069772888325,0.108458348986261
"83",0.0166810053720006,1.93069772888325,0.179035303120841
"84",0.0599484250318941,1.93069772888325,0.167348955676687
"85",0.215443469003188,1.93069772888325,0.0845955902955353
"86",0.774263682681128,1.93069772888325,0.0274395333488116
"87",2.78255940220713,1.93069772888325,0.00755899561737294
"88",10,1.93069772888325,0.00205694953034197
"89",0,10,0
"90",0.0001,10,0.000973299572351038
"91",0.000359381366380463,10,0.00304551767754901
"92",0.00129154966501488,10,0.00944967535107821
"93",0.00464158883361278,10,0.0239238149923722
"94",0.0166810053720006,10,0.0394304381304522
"95",0.0599484250318941,10,0.0362673672237293
"96",0.215443469003188,10,0.0181543058118336
"97",0.774263682681128,10,0.00586602585146068
"98",2.78255940220713,10,0.00162536000519253
"99",10,10,0.000450618925100343
